source,participant,date,OS,frameRate,rt,corr,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,813.6999999999999,1,65,WORD,ID,33,symbol,SYMBOL
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1378.9,1,418,NW,ID,16,suidle,SUIDLE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,975.4000000000001,1,393,NW,ID,16,ganous,GANOUS
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,700.9,1,456,NW,UN,33,wanigh,BROGET
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,948.8,1,107,WORD,ID,33,slogan,SLOGAN
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1010.5999999999999,1,9,WORD,UN,16,bridge,HUSTLE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,847.7,1,291,NW,UN,16,ablint,PRETCH
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,777.2,1,467,NW,UN,33,wictor,GORBIE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1225.8,1,292,NW,UN,16,swance,ABLINT
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,835.8,1,219,WORD,UN,33,voyage,BUCKET
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,981.1,1,425,NW,UN,33,urivel,FRUDGE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1381.3999999999999,1,385,NW,ID,16,veigma,VEIGMA
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,911.4,1,261,NW,UN,16,quilew,STUNCH
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,691,1,294,NW,UN,16,gleath,INHORT
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,849.5,1,226,WORD,UN,33,flower,CASINO
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,898.2,1,463,NW,UN,33,chaite,KISPEL
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1032.2,1,203,WORD,UN,33,burden,PHRASE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,873.6,1,409,NW,ID,16,elopia,ELOPIA
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,862.1,1,221,WORD,UN,33,hinder,MASCOT
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,910.5,1,40,WORD,UN,16,spring,CONVEY
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,748,1,160,WORD,ID,16,violet,VIOLET
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,846.8,1,184,WORD,UN,33,bother,SLEAZY
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,710.2,1,73,WORD,ID,33,source,SOURCE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,892.2,1,118,WORD,ID,33,flight,FLIGHT
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,877.6,1,352,NW,ID,33,tringe,TRINGE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,759.9,1,406,NW,ID,16,nouply,NOUPLY
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,758,1,478,NW,UN,33,pebric,ACRISE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,793.6999999999999,1,358,NW,ID,33,fleack,FLEACK
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,793.5,1,99,WORD,ID,33,fluent,FLUENT
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,963.6,1,473,NW,UN,33,hablin,CRIBLE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,731.1999999999999,1,300,NW,UN,16,smenco,YARION
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,715.9,1,326,NW,ID,33,iguade,IGUADE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,939.2,1,243,NW,UN,16,eatric,MUSIED
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1187.1000000000001,1,433,NW,UN,33,pitrom,DRANCE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,759.3,1,274,NW,UN,16,sleirt,FUMBLO
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,829.8,1,330,NW,ID,33,kensom,KENSOM
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,832.3000000000001,1,132,WORD,ID,16,strong,STRONG
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,792.1,1,458,NW,UN,33,hocite,BARCET
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,699,1,421,NW,UN,33,alcoud,KNISMA
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,677.5,1,376,NW,ID,16,iguare,IGUARE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,645.8000000000001,1,374,NW,ID,16,sliant,SLIANT
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,814.6,1,285,NW,UN,16,reldon,PRUDGE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,628.7,1,328,NW,ID,33,broake,BROAKE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,549.4,1,353,NW,ID,33,clurey,CLUREY
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,595.7,1,402,NW,ID,16,syntic,SYNTIC
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,609.1999999999999,1,289,NW,UN,16,splino,STARBY
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,648.7,1,476,NW,UN,33,photie,JOSTED
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,744.5,1,253,NW,UN,16,varosh,RESAIT
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,768.4,1,113,WORD,ID,33,chorus,CHORUS
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,693.6,1,59,WORD,UN,16,pencil,SPLINT
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,905.6999999999999,1,432,NW,UN,33,drance,LUNKER
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,854.5,1,190,WORD,UN,33,stable,BACKUP
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1095.3999999999999,1,185,WORD,UN,33,portal,BOTHER
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,631.9,1,133,WORD,ID,16,chrome,CHROME
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,607.7,1,140,WORD,ID,16,prince,PRINCE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,889.8000000000001,1,427,NW,UN,33,tandly,SCHIND
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1193.1000000000001,1,379,NW,ID,16,auting,AUTING
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,857.1999999999999,1,400,NW,ID,16,wearox,WEAROX
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1063.5,1,265,NW,UN,16,varmit,DISTAR
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,709.4,1,88,WORD,ID,33,hunger,HUNGER
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,744.6,1,375,NW,ID,16,yorque,YORQUE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,713.8,1,318,NW,ID,33,reagly,REAGLY
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,693.6,1,435,NW,UN,33,frutan,IMPURB
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,680.5,1,357,NW,ID,33,derain,DERAIN
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,600.5,1,105,WORD,ID,33,number,NUMBER
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,610.9,1,36,WORD,UN,16,insult,VANISH
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,599.1999999999999,1,23,WORD,UN,16,praise,WEALTH
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,540.4,1,198,WORD,UN,33,invoke,WICKED
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,561.3000000000001,1,101,WORD,ID,33,wrench,WRENCH
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,857.3,1,246,NW,UN,16,blarge,PIATON
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,548.5,0,306,NW,ID,33,sounge,SOUNGE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,764.9,1,92,WORD,ID,33,strand,STRAND
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,887.8000000000001,1,195,WORD,UN,33,credit,RESIGN
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,813.2,1,344,NW,ID,33,scrily,SCRILY
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,658.6999999999999,1,143,WORD,ID,16,reason,REASON
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,740.9,1,281,NW,UN,16,porlex,MELATY
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,543,1,208,WORD,UN,33,search,HOCKEY
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1323.6000000000001,1,220,WORD,UN,33,mascot,VOYAGE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,823,1,414,NW,ID,16,serbol,SERBOL
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1463.1000000000001,1,225,WORD,UN,33,casino,VULGAR
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,740.1,1,187,WORD,UN,33,social,COURSE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,756.1999999999999,1,373,NW,ID,16,bigent,BIGENT
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,708.6,1,382,NW,ID,16,sarley,SARLEY
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,701.9,1,439,NW,UN,33,saride,LIMPOR
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,696.8,1,469,NW,UN,33,crudio,PADIFS
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,915.3,1,47,WORD,UN,16,walnut,INCOME
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,742,1,445,NW,UN,33,runamo,MINKEL
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,579,1,96,WORD,ID,33,ignore,IGNORE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,708.2,1,134,WORD,ID,16,staple,STAPLE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,891.9,1,459,NW,UN,33,mingar,BAFENT
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,725.9,1,43,WORD,UN,16,foster,TONGUE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,823,1,5,WORD,UN,16,bundle,PLUNGE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,499.8,0,335,NW,ID,33,desion,DESION
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,608.9,1,80,WORD,ID,33,family,FAMILY
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,526.9000000000001,0,248,NW,UN,16,batrol,STROLE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,872.7,1,254,NW,UN,16,apight,VAROSH
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,716,1,304,NW,ID,33,cludie,CLUDIE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,769.8000000000001,1,444,NW,UN,33,minkel,JAUNCE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,602.3,1,363,NW,ID,16,breali,BREALI
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,612.8,1,351,NW,ID,33,tiesch,TIESCH
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,893.4,1,230,WORD,UN,33,mother,FRINGE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1654.6000000000001,1,197,WORD,UN,33,wicked,STREAM
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,610.9,1,58,WORD,UN,16,splint,FOSTER
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,761,1,19,WORD,UN,16,breast,PATRON
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,887.3,1,320,NW,ID,33,jockal,JOCKAL
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,823.5,1,249,NW,UN,16,milted,BATROL
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1017.2000000000002,1,130,WORD,ID,16,stupid,STUPID
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1012.1,1,329,NW,ID,33,yarike,YARIKE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1207.2,1,214,WORD,UN,33,phobia,INTAKE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,799.6,1,38,WORD,UN,16,insect,POWDER
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,962.2,1,288,NW,UN,16,starby,YACEUP
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1892.1,1,157,WORD,ID,16,dragon,DRAGON
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1892.1,-1,149,WORD,ID,16,invade,INVADE
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,728.5,1,470,NW,UN,33,nobest,CRUDIO
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,759.9,1,90,WORD,ID,33,relish,RELISH
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,616.7,1,93,WORD,ID,33,public,PUBLIC
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,812.4,1,347,NW,ID,33,kerift,KERIFT
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,744.9,0,239,WORD,UN,33,forest,LUMBER
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1190.7,1,63,WORD,ID,33,launch,LAUNCH
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,1193.6,1,366,NW,ID,16,toshel,TOSHEL
./data/5c538abae9813700018a4096_lexical_decision_task_MP_exp2_2020-11-25_16h35.19.847.csv,5c538abae9813700018a4096,2020-11-25_16h35.19.847,Linux armv8l,60,740.7,1,42,WORD,UN,16,tongue,CHAPEL
