source,participant,date,OS,frameRate,rt,corr,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,591,1,448,NW,ID,33,sadent,SADENT
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,653,1,40,WORD,ID,16,convey,CONVEY
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,527,1,150,WORD,UN,16,mystic,RANDOM
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,507,1,216,WORD,ID,33,behalf,BEHALF
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,708,1,288,NW,ID,16,yaceup,YACEUP
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,674,1,297,NW,ID,16,fertic,FERTIC
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,547,1,438,NW,ID,33,baitch,BAITCH
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,567,1,101,WORD,UN,33,direct,WRENCH
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,521,1,56,WORD,ID,16,ambush,AMBUSH
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,624,0,318,NW,UN,33,zomber,REAGLY
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,583,0,78,WORD,UN,33,theory,COLUMN
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,756,1,441,NW,ID,33,rastoe,RASTOE
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,813,1,118,WORD,UN,33,spider,FLIGHT
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,708,1,251,NW,ID,16,lupict,LUPICT
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,604,1,186,WORD,ID,33,portal,PORTAL
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,723,1,453,NW,ID,33,bolvis,BOLVIS
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,799,1,25,WORD,ID,16,domain,DOMAIN
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,652,1,360,NW,UN,33,fainch,DESORY
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,771,1,369,NW,UN,16,sleact,WRONCH
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,1027,1,176,WORD,UN,16,advent,STRIFE
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,617,1,221,WORD,ID,33,mascot,MASCOT
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,749,0,314,NW,UN,33,laston,SPRINE
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,631,1,296,NW,ID,16,beinch,BEINCH
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,651,1,5,WORD,ID,16,plunge,PLUNGE
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,660,1,456,NW,ID,33,broget,BROGET
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,528,1,81,WORD,UN,33,stigma,FRIEND
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,1091,1,269,NW,ID,16,orchet,ORCHET
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,549,0,406,NW,UN,16,suiver,NOUPLY
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,592,1,162,WORD,UN,16,string,CANDLE
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,631,1,121,WORD,UN,16,linger,THRIVE
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,638,1,387,NW,UN,16,cragin,GRONCE
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,749,1,183,WORD,ID,33,mildew,MILDEW
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,589,1,157,WORD,UN,16,island,DRAGON
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,545,1,200,WORD,ID,33,beacon,BEACON
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,612,1,332,NW,UN,33,catrie,VANGUE
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,647,1,65,WORD,UN,33,gospel,SYMBOL
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,638,1,408,NW,UN,16,elopia,HURNIA
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,779,1,396,NW,UN,16,camble,FLENGY
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,498,1,238,WORD,ID,33,flower,FLOWER
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,582,1,89,WORD,UN,33,relish,PERMIT
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,749,1,184,WORD,ID,33,sleazy,SLEAZY
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,576,1,185,WORD,ID,33,bother,BOTHER
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,611,1,181,WORD,ID,33,glance,GLANCE
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,535,1,170,WORD,UN,16,dragon,POUNCE
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,570,1,371,NW,UN,16,ramily,GEILOY
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,971,0,32,WORD,ID,16,buckle,BUCKLE
./data/5ad20ccab438910001ac9b03_lexical_decision_task_MP_exp2_2020-11-25_16h33.57.791.csv,5ad20ccab438910001ac9b03,2020-11-25_16h33.57.791,Win32,60,597,1,385,NW,UN,16,ancust,VEIGMA
