counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,instr_done_touch.clicked_name,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.073,,,,,,,,0.073,0,,,,,,101,WORD,"ID",16,wrench,WRENCH,m,,,,,,,0.192708333,-0.319010417,0,0,0,,0,132,132,100,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.057,,,,,,,,0.057,1,,,,,,305,NW,"ID",16,forgle,FORGLE,z,,,,,,,0.192708333,-0.319010417,0,0,0,,0,133,133,304,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.083,,,,,,,,0.083,0,,,,,,460,NW,UN,16,justre,MINGAR,z,,,,,,,0.192708333,-0.319010417,0,0,0,,0,134,134,459,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.191,,,,,,,,0.191,1,,,,,,54,WORD,"ID",33,ramble,RAMBLE,m,,,,,,,0.192708333,-0.319010417,0,0,0,,0,135,135,53,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.017,,,,,,,,0.017,0,,,,,,422,NW,UN,16,streld,ALCOUD,z,,,,,,,0.192708333,-0.319010417,0,0,0,,0,136,136,421,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.16,,,,,,,,0.16,0,,,,,,266,NW,"ID",33,varmit,VARMIT,z,,,,,,,0.192708333,-0.319010417,0,0,0,,0,137,137,265,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.092,,,,,,,,0.092,0,,,,,,35,WORD,"ID",33,socket,SOCKET,m,,,,,,,0.192708333,-0.319010417,0,0,0,,0,138,138,34,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.05,,,,,,,,0.05,0,,,,,,239,WORD,UN,16,forest,LUMBER,m,,,,,,,0.192708333,-0.319010417,0,0,0,,0,139,139,238,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.05,-1,,,,,,268,NW,"ID",33,packes,PACKES,z,,,,,,,0.192708333,-0.319010417,0,0,0,,0,140,140,267,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.5,,,,,,,,0.5,1,,,,,,166,WORD,UN,33,design,STARCH,m,,,,,,,0.192708333,-0.319010417,0,0,0,,0,141,141,165,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.049,,,,,,,,0.049,1,,,,,,63,WORD,"ID",16,launch,LAUNCH,m,,,,,,,0.192708333,-0.319010417,0,0,0,,0,142,142,62,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.049,-1,,,,,,70,WORD,"ID",16,square,SQUARE,m,,,,,,,0.33984375,-0.311197917,0,0,0,,0,143,143,69,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.051,,,,,,,,0.051,1,,,,,,282,NW,"ID",33,porlex,PORLEX,z,,,,,,,0.33984375,-0.311197917,0,0,0,,0,144,144,281,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.059,,,,,,,,0.059,1,,,,,,14,WORD,"ID",33,almost,ALMOST,m,,,,,,,0.33984375,-0.311197917,0,0,0,,0,145,145,13,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,163,WORD,UN,33,market,STRING,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,146,146,162,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,47,WORD,"ID",33,income,INCOME,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,147,147,46,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,152,WORD,UN,33,behold,ROCKET,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,148,148,151,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,241,NW,"ID",33,smenco,SMENCO,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,149,149,240,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,182,WORD,UN,16,basket,WINTER,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,150,150,181,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,270,NW,"ID",33,wrimsy,WRIMSY,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,151,151,269,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,131,WORD,UN,33,strong,QUENCH,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,152,152,130,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,430,NW,UN,16,funtle,CAROEY,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,153,153,429,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,19,WORD,"ID",33,patron,PATRON,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,154,154,18,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,155,WORD,UN,33,cradle,LIZARD,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,155,155,154,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,263,NW,"ID",33,dolica,DOLICA,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,156,156,262,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,455,NW,UN,16,broget,TONDLE,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,157,157,454,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,83,WORD,"ID",16,result,RESULT,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,158,158,82,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,365,NW,UN,33,toshel,GUAIRT,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,159,159,364,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,267,NW,"ID",33,pasink,PASINK,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,160,160,266,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,69,WORD,"ID",16,plenty,PLENTY,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,161,161,68,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,227,WORD,UN,16,master,SELDOM,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,162,162,226,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,97,WORD,"ID",16,client,CLIENT,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,163,163,96,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,53,WORD,"ID",33,police,POLICE,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,164,164,52,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,1,WORD,"ID",33,fright,FRIGHT,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,165,165,0,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,140,WORD,UN,33,reason,PRINCE,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,166,166,139,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,464,NW,UN,16,whivex,CHAITE,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,167,167,463,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,46,WORD,"ID",33,single,SINGLE,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,168,168,45,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,232,WORD,UN,16,nature,INJECT,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,169,169,231,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,199,WORD,UN,16,beacon,INVOKE,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,170,170,198,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,359,NW,"ID",16,fonver,FONVER,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,171,171,358,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,124,WORD,UN,33,nickel,BLOUSE,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,172,172,123,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,238,WORD,UN,16,grumpy,FLOWER,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,173,173,237,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,375,NW,UN,33,iguare,YORQUE,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,174,174,374,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.059,-1,,,,,,391,NW,UN,33,rouncy,THELDY,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,175,175,390,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.911,,,,,,,,0.911,0,,,,,,148,WORD,UN,33,invade,CUSTOM,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,176,176,147,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.042,,,,,,,,0.042,1,,,,,,341,NW,"ID",16,myrtie,MYRTIE,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,177,177,340,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.034,,,,,,,,0.034,1,,,,,,472,NW,UN,16,crible,CIGNEY,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,178,178,471,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.122,,,,,,,,0.122,1,,,,,,198,WORD,UN,16,invoke,WICKED,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,179,179,197,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.119,,,,,,,,0.119,0,,,,,,130,WORD,UN,33,quench,STUPID,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,180,180,129,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.089,,,,,,,,0.089,1,,,,,,59,WORD,"ID",33,splint,SPLINT,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,181,181,58,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.084,,,,,,,,0.084,0,,,,,,3,WORD,"ID",33,knight,KNIGHT,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,182,182,2,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.201,,,,,,,,0.201,1,,,,,,50,WORD,"ID",33,snatch,SNATCH,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,183,183,49,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.118,,,,,,,,0.118,1,,,,,,82,WORD,"ID",16,stigma,STIGMA,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,184,184,81,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.058,,,,,,,,0.058,1,,,,,,81,WORD,"ID",16,friend,FRIEND,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,185,185,80,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.041,,,,,,,,0.041,1,,,,,,411,NW,UN,33,jiluer,ORCHIN,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,186,186,410,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.034,,,,,,,,0.034,0,,,,,,382,NW,UN,33,aungre,SARLEY,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,187,187,381,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.017,,,,,,,,0.017,0,,,,,,442,NW,UN,16,dorsex,ABOUNE,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,188,188,441,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.05,,,,,,,,0.05,0,,,,,,478,NW,UN,16,lobush,ACRISE,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,189,189,477,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.153,,,,,,,,0.153,1,,,,,,285,NW,"ID",33,prudge,PRUDGE,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,190,190,284,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.001,,,,,,,,0.001,0,,,,,,93,WORD,"ID",16,public,PUBLIC,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,191,191,92,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.084,,,,,,,,0.084,1,,,,,,100,WORD,"ID",16,carbon,CARBON,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,192,192,99,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.139,,,,,,,,0.139,0,,,,,,117,WORD,"ID",16,branch,BRANCH,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,193,193,116,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.119,,,,,,,,0.119,0,,,,,,402,NW,UN,33,bruats,SYNTIC,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,194,194,401,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.165,,,,,,,,0.165,0,,,,,,189,WORD,UN,16,backup,CENSOR,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,195,195,188,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.134,,,,,,,,0.134,0,,,,,,34,WORD,"ID",33,jungle,JUNGLE,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,196,196,33,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.051,,,,,,,,0.051,0,,,,,,62,WORD,"ID",16,region,REGION,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,197,197,61,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.051,-1,,,,,,144,WORD,UN,33,parish,SPONGE,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,198,198,143,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.102,,,,,,,,0.102,1,,,,,,356,NW,"ID",16,othnis,OTHNIS,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,199,199,355,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.025,,,,,,,,0.025,0,,,,,,170,WORD,UN,33,depart,POUNCE,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,200,200,169,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.035,,,,,,,,0.035,1,,,,,,457,NW,UN,16,barcet,WANIGH,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,201,201,456,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.091,,,,,,,,0.091,1,,,,,,190,WORD,UN,16,stable,BACKUP,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,202,202,189,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.116,,,,,,,,0.116,1,,,,,,273,NW,"ID",33,sortel,SORTEL,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,203,203,272,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.017,,,,,,,,0.017,0,,,,,,39,WORD,"ID",33,insect,INSECT,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,204,204,38,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.085,,,,,,,,0.085,0,,,,,,264,NW,"ID",33,vackel,VACKEL,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,205,205,263,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.051,,,,,,,,0.051,0,,,,,,335,NW,"ID",16,desion,DESION,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,206,206,334,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.116,,,,,,,,0.116,1,,,,,,15,WORD,"ID",33,amount,AMOUNT,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,207,207,14,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.068,,,,,,,,0.068,1,,,,,,287,NW,"ID",33,nymbel,NYMBEL,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,208,208,286,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.118,,,,,,,,0.118,0,,,,,,255,NW,"ID",33,apight,APIGHT,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,209,209,254,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.169,,,,,,,,0.169,1,,,,,,475,NW,UN,16,robuly,PEBRIC,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,210,210,474,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.083,,,,,,,,0.083,1,,,,,,176,WORD,UN,33,advent,STRIFE,m,,,,,,,0.27734375,-0.265625,0,0,0,,0,211,211,175,1,,
,,,,,,,,,,,,,,,,,,5fb87cc7e395495e86b4dda8,2020-11-27_07h24.51.333,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.12,,,,,,,,0.12,1,,,,,,368,NW,UN,33,wronch,HORNAL,z,,,,,,,0.27734375,-0.265625,0,0,0,,0,212,212,367,1,,
