counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.588045,,,,,,,,0.588045,1,0,6,6,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.861265,,,,,,,,0.861265,1,0,7,7,10,1,1011,NW,"ID",50,inlade,INLADE,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.701205,,,,,,,,0.701205,1,0,8,8,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.883105,,,,,,,,0.883105,1,0,9,9,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.773455,,,,,,,,0.773455,1,0,10,10,15,1,1016,NW,UN,50,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.875175,,,,,,,,0.875175,1,0,11,11,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.74048,,,,,,,,0.74048,1,0,12,12,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.634635,,,,,,,,0.634635,1,0,13,13,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.685145,,,,,,,,0.685145,1,0,14,14,2,1,1003,WORD,"ID",50,almond,ALMOND,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.73878,,,,,,,,0.73878,1,0,15,15,3,1,1004,WORD,"ID",50,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,
,space,0.06468316,-0.402673611,0,0,0,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 25 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,17.089095,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.668515,,,,,,,,0.668515,1,,,,,,154,WORD,UN,50,lizard,AUTHOR,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,0,0,213,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.74985,,,,,,,,0.74985,1,,,,,,361,NW,UN,50,tireau,PAUCHE,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,1,1,420,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.89004,,,,,,,,0.89004,1,,,,,,116,WORD,UN,33,branch,TUMBLE,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,2,2,175,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.684545,,,,,,,,0.684545,1,,,,,,120,WORD,UN,33,ponder,STRAIN,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,3,3,179,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.88466,,,,,,,,0.88466,1,,,,,,412,NW,UN,50,equats,JILUER,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,4,4,471,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.717165,,,,,,,,0.717165,1,,,,,,327,NW,UN,33,broake,PLENAC,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,5,5,386,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.81645,,,,,,,,0.81645,1,,,,,,420,NW,UN,50,pauche,GUSHOP,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,6,6,479,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,1.0349,,,,,,,,1.0349,1,,,,,,454,NW,"ID",33,scouge,SCOUGE,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,7,7,273,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.820605,,,,,,,,0.820605,1,,,,,,407,NW,UN,50,hurnia,SUIVER,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,8,8,466,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,1.00152,,,,,,,,1.00152,1,,,,,,453,NW,"ID",33,bolvis,BOLVIS,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,9,9,272,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.59324,,,,,,,,0.59324,1,,,,,,119,WORD,UN,33,strain,SPIDER,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,10,10,178,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.634975,,,,,,,,0.634975,1,,,,,,124,WORD,UN,50,nickel,BLOUSE,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,11,11,183,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.520495,,,,,,,,0.520495,1,,,,,,53,WORD,"ID",50,police,POLICE,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,12,12,112,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.547865,,,,,,,,0.547865,1,,,,,,46,WORD,"ID",50,single,SINGLE,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,13,13,105,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.57068,,,,,,,,0.57068,1,,,,,,80,WORD,UN,33,friend,FAMILY,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,14,14,139,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.601555,,,,,,,,0.601555,1,,,,,,126,WORD,UN,50,castle,ENOUGH,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,15,15,185,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.608115,,,,,,,,0.608115,1,,,,,,110,WORD,UN,33,induce,POLITE,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,16,16,169,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.59979,,,,,,,,0.59979,1,,,,,,197,WORD,"ID",33,stream,STREAM,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,17,17,16,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.6008,,,,,,,,0.6008,1,,,,,,101,WORD,UN,33,direct,WRENCH,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,18,18,160,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.783755,,,,,,,,0.783755,1,,,,,,288,NW,"ID",50,yaceup,YACEUP,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,19,19,347,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.566785,,,,,,,,0.566785,1,,,,,,103,WORD,UN,33,studio,BOUNCE,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,20,20,162,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.767835,,,,,,,,0.767835,1,,,,,,323,NW,UN,33,steikh,ROSAIL,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,21,21,382,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.67227,,,,,,,,0.67227,1,,,,,,178,WORD,UN,50,basket,INFORM,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,22,22,237,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.95747,,,,,,,,0.95747,1,,,,,,401,NW,UN,50,syntic,MUSTIL,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,23,23,460,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.792405,,,,,,,,0.792405,1,,,,,,217,WORD,"ID",33,liquor,LIQUOR,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,24,24,36,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.934405,,,,,,,,0.934405,1,,,,,,458,NW,"ID",33,barcet,BARCET,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,25,25,277,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.615425,,,,,,,,0.615425,1,,,,,,59,WORD,"ID",50,splint,SPLINT,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,26,26,118,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.531805,,,,,,,,0.531805,1,,,,,,198,WORD,"ID",33,wicked,WICKED,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,27,27,17,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.686145,,,,,,,,0.686145,1,,,,,,293,NW,"ID",50,swance,SWANCE,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,28,28,352,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.875295,,,,,,,,0.875295,1,,,,,,270,NW,"ID",50,wrimsy,WRIMSY,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,29,29,329,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,1.107945,,,,,,,,1.107945,1,,,,,,351,NW,UN,33,tringe,TIESCH,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,30,30,410,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.703245,,,,,,,,0.703245,1,,,,,,247,NW,"ID",50,blarge,BLARGE,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,31,31,306,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.54828,,,,,,,,0.54828,1,,,,,,173,WORD,UN,50,turkey,SHOWER,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,32,32,232,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.533845,,,,,,,,0.533845,1,,,,,,191,WORD,"ID",33,stable,STABLE,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,33,33,10,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.572325,,,,,,,,0.572325,1,,,,,,131,WORD,UN,50,strong,QUENCH,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,34,34,190,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.52162,,,,,,,,0.52162,1,,,,,,57,WORD,"ID",50,change,CHANGE,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,35,35,116,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.657335,,,,,,,,0.657335,1,,,,,,317,NW,UN,33,reagly,WORBAL,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,36,36,376,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.668185,,,,,,,,0.668185,1,,,,,,42,WORD,"ID",50,chapel,CHAPEL,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,37,37,101,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.55049,,,,,,,,0.55049,1,,,,,,5,WORD,"ID",50,plunge,PLUNGE,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,38,38,64,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.835065,,,,,,,,0.835065,1,,,,,,281,NW,"ID",50,melaty,MELATY,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,39,39,340,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.94101,,,,,,,,0.94101,1,,,,,,354,NW,UN,33,zingly,VIRLEX,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,40,40,413,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.6894,,,,,,,,0.6894,1,,,,,,267,NW,"ID",50,pasink,PASINK,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,41,41,326,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.633745,,,,,,,,0.633745,1,,,,,,49,WORD,"ID",50,survey,SURVEY,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,42,42,108,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.88545,,,,,,,,0.88545,1,,,,,,418,NW,UN,50,slount,SUIDLE,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,43,43,477,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.770395,,,,,,,,0.770395,1,,,,,,31,WORD,"ID",50,weapon,WEAPON,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,44,44,90,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.615955,,,,,,,,0.615955,1,,,,,,64,WORD,UN,33,symbol,THRONE,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,45,45,123,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.631625,,,,,,,,0.631625,1,,,,,,290,NW,"ID",50,splino,SPLINO,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,46,46,349,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,1.099705,,,,,,,,1.099705,1,,,,,,237,WORD,"ID",33,poster,POSTER,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,47,47,56,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.5866,,,,,,,,0.5866,1,,,,,,264,NW,"ID",50,vackel,VACKEL,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,48,48,323,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.72217,,,,,,,,0.72217,1,,,,,,279,NW,"ID",50,celond,CELOND,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,49,49,338,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,z,1,0.759305,,,,,,,,0.759305,1,,,,,,398,NW,UN,50,fouret,BLUNDE,z,,,,,,0.06468316,-0.402673611,0,0,0,,0,50,50,457,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.555195,,,,,,,,0.555195,1,,,,,,81,WORD,UN,33,stigma,FRIEND,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,51,51,140,1,,
,,,,,,,,,,,,,,,,,,5f2bcbf1eb53d868eed230c8,2020-08-08_10h27.59.886,lexical_decision_task_MP,2020.1.3,MacIntel,60,,m,1,0.54219,,,,,,,,0.54219,1,,,,,,219,WORD,"ID",33,bucket,BUCKET,m,,,,,,0.06468316,-0.402673611,0,0,0,,0,52,52,38,1,,
