counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.644405,,,,,,,,0.644405,1,0,6,6,3,1,1004,WORD,"ID",50,matrix,MATRIX,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.488305,,,,,,,,0.488305,1,0,7,7,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.603025,,,,,,,,0.603025,1,0,8,8,11,1,1012,NW,"ID",50,rashet,RASHET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.6619,,,,,,,,0.6619,1,0,9,9,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.849225,,,,,,,,0.849225,1,0,10,10,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.623305,,,,,,,,0.623305,1,0,11,11,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.632205,,,,,,,,0.632205,1,0,12,12,7,1,1008,WORD,UN,50,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.73235,,,,,,,,0.73235,1,0,13,13,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.818695,,,,,,,,0.818695,1,0,14,14,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,1.08662,,,,,,,,1.08662,1,0,15,15,15,1,1016,NW,UN,50,mushed,WHAISE,z,,,,,,,,,,,,,,,,,
,,0.055989583,-0.390625,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.96632,,,,,,,,0.96632,1,,,,,,249,NW,UN,50,milted,BATROL,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,0,0,428,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,1.30329,,,,,,,,1.30329,1,,,,,,477,NW,UN,33,lobush,PHOTIE,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,1,1,416,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.682425,,,,,,,,0.682425,1,,,,,,171,WORD,"ID",50,depart,DEPART,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,2,2,110,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.683025,,,,,,,,0.683025,1,,,,,,48,WORD,UN,50,survey,WALNUT,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,3,3,227,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.802525,,,,,,,,0.802525,1,,,,,,46,WORD,UN,50,income,SINGLE,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,4,4,225,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,1.1343,,,,,,,,1.1343,1,,,,,,454,NW,UN,33,tondle,SCOUGE,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,5,5,393,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.617315,,,,,,,,0.617315,1,,,,,,210,WORD,UN,33,infect,MONKEY,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,6,6,149,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,1.538575,,,,,,,,1.538575,1,,,,,,304,NW,"ID",33,cludie,CLUDIE,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,7,7,243,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.906585,,,,,,,,0.906585,1,,,,,,317,NW,"ID",33,worbal,WORBAL,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,8,8,256,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.62849,,,,,,,,0.62849,1,,,,,,194,WORD,UN,33,resign,ABSENT,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,9,9,133,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.66809,,,,,,,,0.66809,1,,,,,,346,NW,"ID",33,saudic,SAUDIC,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,10,10,285,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.666835,,,,,,,,0.666835,1,,,,,,459,NW,UN,33,mingar,BAFENT,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,11,11,398,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.681805,,,,,,,,0.681805,1,,,,,,244,NW,UN,50,anougs,EATRIC,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,12,12,423,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,1.261615,,,,,,,,1.261615,1,,,,,,61,WORD,"ID",33,ponder,PONDER,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,13,13,0,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.619445,,,,,,,,0.619445,1,,,,,,14,WORD,UN,50,orange,ALMOST,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,14,14,193,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.674005,,,,,,,,0.674005,1,,,,,,38,WORD,UN,50,insect,POWDER,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,15,15,217,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.753335,,,,,,,,0.753335,1,,,,,,182,WORD,UN,33,absent,WINTER,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,16,16,121,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.90732,,,,,,,,0.90732,1,,,,,,295,NW,UN,50,beinch,GLEATH,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,17,17,474,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.7992,,,,,,,,0.7992,1,,,,,,299,NW,UN,50,yarion,STURCH,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,18,18,478,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.7941,,,,,,,,0.7941,1,,,,,,36,WORD,UN,50,insult,VANISH,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,19,19,215,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.88695,,,,,,,,0.88695,1,,,,,,471,NW,UN,33,cigney,NOBEST,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,20,20,410,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.7526,,,,,,,,0.7526,1,,,,,,416,NW,"ID",50,pathel,PATHEL,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,21,21,355,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.475815,,,,,,,,0.475815,1,,,,,,355,NW,"ID",33,zingly,ZINGLY,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,22,22,294,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,1.073495,,,,,,,,1.073495,1,,,,,,241,NW,UN,50,unwert,SMENCO,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,23,23,420,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.93689,,,,,,,,0.93689,1,,,,,,322,NW,"ID",33,slanch,SLANCH,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,24,24,261,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.74765,,,,,,,,0.74765,1,,,,,,202,WORD,UN,33,phrase,FACTOR,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,25,25,141,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,1.08683,,,,,,,,1.08683,1,,,,,,357,NW,"ID",33,derain,DERAIN,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,26,26,296,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,,0,,,,,,,,,1.08683,-1,,,,,,213,WORD,UN,33,intake,SQUEAL,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,27,27,152,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.790285,,,,,,,,0.790285,1,,,,,,338,NW,"ID",33,wreash,WREASH,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,28,28,277,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.589185,,,,,,,,0.589185,1,,,,,,200,WORD,UN,33,admire,BEACON,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,29,29,139,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.70199,,,,,,,,0.70199,1,,,,,,379,NW,"ID",50,auting,AUTING,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,30,30,318,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.633525,,,,,,,,0.633525,1,,,,,,97,WORD,"ID",33,client,CLIENT,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,31,31,36,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.69062,,,,,,,,0.69062,1,,,,,,424,NW,UN,33,frudge,PRAILE,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,32,32,363,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.60949,,,,,,,,0.60949,1,,,,,,330,NW,"ID",33,kensom,KENSOM,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,33,33,269,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.586715,,,,,,,,0.586715,1,,,,,,302,NW,"ID",33,miluer,MILUER,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,34,34,241,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.738255,,,,,,,,0.738255,1,,,,,,277,NW,UN,50,unighs,PETAIN,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,35,35,456,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.61662,,,,,,,,0.61662,1,,,,,,215,WORD,UN,33,lumber,PHOBIA,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,36,36,154,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.67836,,,,,,,,0.67836,1,,,,,,326,NW,"ID",33,iguade,IGUADE,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,37,37,265,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.558735,,,,,,,,0.558735,1,,,,,,159,WORD,"ID",50,detail,DETAIL,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,38,38,98,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.575715,,,,,,,,0.575715,1,,,,,,428,NW,UN,33,funtle,TANDLY,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,39,39,367,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.587035,,,,,,,,0.587035,1,,,,,,415,NW,"ID",50,higsta,HIGSTA,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,40,40,354,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.60474,,,,,,,,0.60474,1,,,,,,216,WORD,UN,33,liquor,BEHALF,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,41,41,155,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,0,0.653745,,,,,,,,0.653745,0,,,,,,183,WORD,UN,33,sleazy,MILDEW,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,42,42,122,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.620205,,,,,,,,0.620205,1,,,,,,361,NW,"ID",50,pauche,PAUCHE,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,43,43,300,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.47583,,,,,,,,0.47583,1,,,,,,29,WORD,UN,50,orient,SKETCH,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,44,44,208,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.73532,,,,,,,,0.73532,1,,,,,,15,WORD,UN,50,faucet,AMOUNT,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,45,45,194,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.63661,,,,,,,,0.63661,1,,,,,,259,NW,UN,50,unject,SOUDAL,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,46,46,438,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.57919,,,,,,,,0.57919,1,,,,,,388,NW,"ID",50,cragin,CRAGIN,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,47,47,327,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,0,0.65754,,,,,,,,0.65754,0,,,,,,234,WORD,UN,33,poster,CLUMSY,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,48,48,173,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.7063,,,,,,,,0.7063,1,,,,,,10,WORD,UN,50,cruise,ETHNIC,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,49,49,189,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.928465,,,,,,,,0.928465,1,,,,,,255,NW,UN,50,inlors,APIGHT,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,50,50,434,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.58865,,,,,,,,0.58865,1,,,,,,81,WORD,"ID",33,friend,FRIEND,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,51,51,20,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.668035,,,,,,,,0.668035,1,,,,,,254,NW,UN,50,apight,VAROSH,z,,,,,,-0.029947917,-0.122395833,0,0,0,,0,52,52,433,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.722515,,,,,,,,0.722515,1,,,,,,35,WORD,UN,50,vanish,SOCKET,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,53,53,214,1,
,,,,,,,,,,,,,,,,,,5e6d03bffab3ff2c403cb205,2020-08-10_16h20.58.244,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.61831,,,,,,,,0.61831,1,,,,,,13,WORD,UN,50,almost,STRIVE,m,,,,,,-0.029947917,-0.122395833,0,0,0,,0,54,54,192,1,
