counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_keyboard.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,0,0.366855,,,,,,,,0.366855,0,,,,,,268,NW,UN,50,orchet,PACKES,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,56,56,447,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.757855,,,,,,,,0.757855,1,,,,,,378,NW,"ID",50,shrile,SHRILE,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,57,57,317,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.673505,,,,,,,,0.673505,1,,,,,,169,WORD,"ID",50,genius,GENIUS,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,58,58,108,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.648855,,,,,,,,0.648855,1,,,,,,255,NW,UN,50,inlors,APIGHT,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,59,59,434,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.918095,,,,,,,,0.918095,1,,,,,,78,WORD,"ID",33,column,COLUMN,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,60,60,17,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.70819,,,,,,,,0.70819,1,,,,,,403,NW,"ID",50,bruats,BRUATS,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,61,61,342,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.870465,,,,,,,,0.870465,1,,,,,,213,WORD,UN,33,intake,SQUEAL,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,62,62,152,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.52581,,,,,,,,0.52581,1,,,,,,386,NW,"ID",50,ancust,ANCUST,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,63,63,325,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.659255,,,,,,,,0.659255,1,,,,,,239,WORD,UN,33,forest,LUMBER,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,64,64,178,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.538215,,,,,,,,0.538215,1,,,,,,198,WORD,UN,33,invoke,WICKED,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,65,65,137,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.632305,,,,,,,,0.632305,1,,,,,,393,NW,"ID",50,ganous,GANOUS,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,66,66,332,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.92473,,,,,,,,0.92473,1,,,,,,113,WORD,"ID",33,chorus,CHORUS,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,67,67,52,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.7537,,,,,,,,0.7537,1,,,,,,446,NW,UN,33,gircue,RUNAMO,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,68,68,385,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.55021,,,,,,,,0.55021,1,,,,,,168,WORD,"ID",50,answer,ANSWER,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,69,69,107,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.551495,,,,,,,,0.551495,1,,,,,,324,NW,"ID",33,steikh,STEIKH,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,70,70,263,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.499225,,,,,,,,0.499225,1,,,,,,21,WORD,UN,50,jockey,SIMPLE,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,71,71,200,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.4388,,,,,,,,0.4388,1,,,,,,133,WORD,"ID",50,chrome,CHROME,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,72,72,72,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.57496,,,,,,,,0.57496,1,,,,,,339,NW,"ID",33,fachow,FACHOW,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,73,73,278,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.928885,,,,,,,,0.928885,1,,,,,,244,NW,UN,50,anougs,EATRIC,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,74,74,423,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.54053,,,,,,,,0.54053,1,,,,,,158,WORD,"ID",50,island,ISLAND,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,75,75,97,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.511495,,,,,,,,0.511495,1,,,,,,15,WORD,UN,50,faucet,AMOUNT,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,76,76,194,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.56617,,,,,,,,0.56617,1,,,,,,73,WORD,"ID",33,source,SOURCE,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,77,77,12,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.406835,,,,,,,,0.406835,1,,,,,,202,WORD,UN,33,phrase,FACTOR,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,78,78,141,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.45608,,,,,,,,0.45608,1,,,,,,145,WORD,"ID",50,parish,PARISH,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,79,79,84,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,0,0.48366,,,,,,,,0.48366,0,,,,,,342,NW,"ID",33,randow,RANDOW,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,80,80,281,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.629005,,,,,,,,0.629005,1,,,,,,143,WORD,"ID",50,reason,REASON,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,81,81,82,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.5895,,,,,,,,0.5895,1,,,,,,320,NW,"ID",33,jockal,JOCKAL,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,82,82,259,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.623395,,,,,,,,0.623395,1,,,,,,98,WORD,"ID",33,belong,BELONG,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,83,83,37,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.631645,,,,,,,,0.631645,1,,,,,,458,NW,UN,33,hocite,BARCET,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,84,84,397,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.900735,,,,,,,,0.900735,1,,,,,,305,NW,"ID",33,forgle,FORGLE,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,85,85,244,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.606225,,,,,,,,0.606225,1,,,,,,50,WORD,UN,50,hungry,SNATCH,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,86,86,229,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.542545,,,,,,,,0.542545,1,,,,,,139,WORD,"ID",50,debris,DEBRIS,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,87,87,78,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,0,0.42599,,,,,,,,0.42599,0,,,,,,271,NW,UN,50,damilt,AUBRID,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,88,88,450,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.542525,,,,,,,,0.542525,1,,,,,,68,WORD,"ID",33,fumble,FUMBLE,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,89,89,7,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.591545,,,,,,,,0.591545,1,,,,,,434,NW,UN,33,impurb,PITROM,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,90,90,373,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.649115,,,,,,,,0.649115,1,,,,,,444,NW,UN,33,minkel,JAUNCE,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,91,91,383,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.88555,,,,,,,,0.88555,1,,,,,,32,WORD,UN,50,scream,BUCKLE,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,92,92,211,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,1.057465,,,,,,,,1.057465,1,,,,,,192,WORD,UN,33,object,PLAGUE,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,93,93,131,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.932965,,,,,,,,0.932965,1,,,,,,415,NW,"ID",50,higsta,HIGSTA,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,94,94,354,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.71006,,,,,,,,0.71006,1,,,,,,249,NW,UN,50,milted,BATROL,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,95,95,428,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.79416,,,,,,,,0.79416,1,,,,,,236,WORD,UN,33,grumpy,PIRATE,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,96,96,175,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.612795,,,,,,,,0.612795,1,,,,,,142,WORD,"ID",50,spruce,SPRUCE,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,97,97,81,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,0,0.39679,,,,,,,,0.39679,0,,,,,,326,NW,"ID",33,iguade,IGUADE,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,98,98,265,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.540965,,,,,,,,0.540965,1,,,,,,375,NW,"ID",50,yorque,YORQUE,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,99,99,314,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.838925,,,,,,,,0.838925,1,,,,,,445,NW,UN,33,runamo,MINKEL,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,100,100,384,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.78335,,,,,,,,0.78335,1,,,,,,16,WORD,UN,50,charge,FAUCET,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,101,101,195,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.738195,,,,,,,,0.738195,1,,,,,,296,NW,UN,50,fertic,BEINCH,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,102,102,475,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.72244,,,,,,,,0.72244,1,,,,,,376,NW,"ID",50,iguare,IGUARE,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,103,103,315,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.6896,,,,,,,,0.6896,1,,,,,,353,NW,"ID",33,clurey,CLUREY,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,104,104,292,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.583845,,,,,,,,0.583845,1,,,,,,322,NW,"ID",33,slanch,SLANCH,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,105,105,261,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.75348,,,,,,,,0.75348,1,,,,,,227,WORD,UN,33,master,SELDOM,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,106,106,166,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.884415,,,,,,,,0.884415,1,,,,,,409,NW,"ID",50,elopia,ELOPIA,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,107,107,348,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.651445,,,,,,,,0.651445,1,,,,,,424,NW,UN,33,frudge,PRAILE,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,108,108,363,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,0,0.425985,,,,,,,,0.425985,0,,,,,,74,WORD,"ID",33,plaque,PLAQUE,m,,,,,,0.000925926,-0.390740741,0,0,0,,0,109,109,13,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.55366,,,,,,,,0.55366,1,,,,,,254,NW,UN,50,apight,VAROSH,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,110,110,433,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,1.30102,,,,,,,,1.30102,1,,,,,,310,NW,"ID",33,daniet,DANIET,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,111,111,249,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.66724,,,,,,,,0.66724,1,,,,,,467,NW,UN,33,wictor,GORBIE,z,,,,,,0.000925926,-0.390740741,0,0,0,,0,112,112,406,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.47191,,,,,,,,0.47191,1,,,,,,362,NW,"ID",50,tireau,TIREAU,z,,,,,,0.001851852,-0.390740741,0,0,0,,0,113,113,301,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.494735,,,,,,,,0.494735,1,,,,,,447,NW,UN,33,sadent,GIRCUE,z,,,,,,0.001851852,-0.390740741,0,0,0,,0,114,114,386,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.491825,,,,,,,,0.491825,1,,,,,,44,WORD,UN,50,clergy,DANGER,m,,,,,,0.001851852,-0.390740741,0,0,0,,0,115,115,223,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.51732,,,,,,,,0.51732,1,,,,,,181,WORD,UN,33,winter,GLANCE,m,,,,,,0.001851852,-0.390740741,0,0,0,,0,116,116,120,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.47959,,,,,,,,0.47959,1,,,,,,195,WORD,UN,33,credit,RESIGN,m,,,,,,0.001851852,-0.390740741,0,0,0,,0,117,117,134,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.62893,,,,,,,,0.62893,1,,,,,,333,NW,"ID",33,catrie,CATRIE,z,,,,,,0.001851852,-0.390740741,0,0,0,,0,118,118,272,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.517535,,,,,,,,0.517535,1,,,,,,140,WORD,"ID",50,prince,PRINCE,m,,,,,,0.001851852,-0.390740741,0,0,0,,0,119,119,79,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.55409,,,,,,,,0.55409,1,,,,,,237,WORD,UN,33,glance,POSTER,m,,,,,,0.016666667,-0.393518519,1,0,0,,0,120,120,176,1,break_done_button
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.7843,,,,,,,,0.7843,1,,,,,,340,NW,"ID",33,fiatch,FIATCH,z,,,,,,0.062962963,-0.325925926,0,0,0,,0,121,121,279,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.58343,,,,,,,,0.58343,1,,,,,,125,WORD,"ID",50,nickel,NICKEL,m,,,,,,0.062962963,-0.325925926,0,0,0,,0,122,122,64,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.662435,,,,,,,,0.662435,1,,,,,,344,NW,"ID",33,scrily,SCRILY,z,,,,,,0.062962963,-0.325925926,0,0,0,,0,123,123,283,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.58376,,,,,,,,0.58376,1,,,,,,231,WORD,UN,33,inject,EXPORT,m,,,,,,0.062962963,-0.325925926,0,0,0,,0,124,124,170,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.54455,,,,,,,,0.54455,1,,,,,,263,NW,UN,50,vackel,DOLICA,z,,,,,,0.062962963,-0.325925926,0,0,0,,0,125,125,442,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.88332,,,,,,,,0.88332,1,,,,,,294,NW,UN,50,gleath,INHORT,z,,,,,,0.062962963,-0.325925926,0,0,0,,0,126,126,473,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.899715,,,,,,,,0.899715,1,,,,,,461,NW,UN,33,absult,JUSTRE,z,,,,,,0.062962963,-0.325925926,0,0,0,,0,127,127,400,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.64396,,,,,,,,0.64396,1,,,,,,435,NW,UN,33,frutan,IMPURB,z,,,,,,0.062962963,-0.325925926,0,0,0,,0,128,128,374,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.52575,,,,,,,,0.52575,1,,,,,,357,NW,"ID",33,derain,DERAIN,z,,,,,,0.062962963,-0.325925926,0,0,0,,0,129,129,296,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.585965,,,,,,,,0.585965,1,,,,,,451,NW,UN,33,surden,CAINKY,z,,,,,,0.062962963,-0.325925926,0,0,0,,0,130,130,390,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.51492,,,,,,,,0.51492,1,,,,,,308,NW,"ID",33,psetch,PSETCH,z,,,,,,0.062962963,-0.325925926,0,0,0,,0,131,131,247,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.600315,,,,,,,,0.600315,1,,,,,,85,WORD,"ID",33,sprawl,SPRAWL,m,,,,,,0.062962963,-0.325925926,0,0,0,,0,132,132,24,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,0,0.369935,,,,,,,,0.369935,0,,,,,,468,NW,UN,33,padifs,WICTOR,z,,,,,,0.062962963,-0.325925926,0,0,0,,0,133,133,407,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.69384,,,,,,,,0.69384,1,,,,,,264,NW,UN,50,distar,VACKEL,z,,,,,,0.062962963,-0.325925926,0,0,0,,0,134,134,443,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.609595,,,,,,,,0.609595,1,,,,,,66,WORD,"ID",33,gospel,GOSPEL,m,,,,,,0.062962963,-0.325925926,0,0,0,,0,135,135,5,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,z,1,0.71843,,,,,,,,0.71843,1,,,,,,274,NW,UN,50,sleirt,FUMBLO,z,,,,,,0.062962963,-0.325925926,0,0,0,,0,136,136,453,1,
,,,,,,,,,,,,,,,,,,5dd03b1749f607128e66ca09,2020-08-10_10h17.46.444,lexical_decision_task_MP,2020.1.3,Win32,60,,m,1,0.607655,,,,,,,,0.607655,1,,,,,,80,WORD,"ID",33,family,FAMILY,m,,,,,,0.062962963,-0.325925926,0,0,0,,0,137,137,19,1,
