counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.578525,1,0,6,6,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,0.578525,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.545285,1,0,7,7,4,1,1005,WORD,UN,33,abound,SQUEAK,m,0.545285,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.560715,1,0,8,8,6,1,1007,WORD,UN,50,tropic,ZOMBIE,m,0.560715,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.88176,1,0,9,9,9,1,1010,NW,"ID",33,fariny,FARINY,z,0.88176,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.515345,0,0,10,10,10,1,1011,NW,"ID",50,inlade,INLADE,z,0.515345,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.54876,0,0,11,11,12,1,1013,NW,UN,33,adveil,SPRINY,z,0.54876,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.898535,1,0,12,12,8,1,1009,NW,"ID",33,aslert,ASLERT,z,0.898535,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.749465,1,0,13,13,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,0.749465,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.48463,1,0,14,14,3,1,1004,WORD,"ID",50,matrix,MATRIX,m,0.48463,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.77296,1,0,15,15,15,1,1016,NW,UN,50,mushed,WHAISE,z,0.77296,,,,,,,,,,,,,,,,,
,,-0.023148148,-0.394444444,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.715385,1,,,,,,159,WORD,UN,50,violet,DETAIL,m,0.715385,,,,,,0.005555556,-0.264814815,0,0,0,,0,0,0,218,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.89511,1,,,,,,412,NW,UN,50,equats,JILUER,z,0.89511,,,,,,0.00462963,-0.264814815,0,0,0,,0,1,1,471,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.82129,1,,,,,,468,NW,"ID",33,wictor,WICTOR,z,0.82129,,,,,,0.002777778,-0.263888889,0,0,0,,0,2,2,287,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.653885,1,,,,,,336,NW,UN,33,rejols,GHODUS,z,0.653885,,,,,,0.002777778,-0.263888889,0,0,0,,0,3,3,395,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.54071,1,,,,,,150,WORD,UN,50,mystic,RANDOM,m,0.54071,,,,,,0.002777778,-0.263888889,0,0,0,,0,4,4,209,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.47984,1,,,,,,18,WORD,"ID",50,humble,HUMBLE,m,0.47984,,,,,,0.002777778,-0.263888889,0,0,0,,0,5,5,77,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.678525,1,,,,,,55,WORD,"ID",50,stroke,STROKE,m,0.678525,,,,,,0.000925926,-0.263888889,0,0,0,,0,6,6,114,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.57935,1,,,,,,1,WORD,"ID",50,fright,FRIGHT,m,0.57935,,,,,,0.000925926,-0.263888889,0,0,0,,0,7,7,60,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.326255,0,,,,,,423,NW,"ID",33,streld,STRELD,z,0.326255,,,,,,-0.000925926,-0.263888889,0,0,0,,0,8,8,242,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.754355,1,,,,,,97,WORD,UN,33,belong,CLIENT,m,0.754355,,,,,,-0.000925926,-0.263888889,0,0,0,,0,9,9,156,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.493805,1,,,,,,471,NW,"ID",33,nobest,NOBEST,z,0.493805,,,,,,-0.000925926,-0.263888889,0,0,0,,0,10,10,290,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.48392,1,,,,,,363,NW,UN,50,impote,BREALI,z,0.48392,,,,,,-0.000925926,-0.263888889,0,0,0,,0,11,11,422,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.545175,1,,,,,,287,NW,"ID",50,nymbel,NYMBEL,z,0.545175,,,,,,-0.000925926,-0.263888889,0,0,0,,0,12,12,346,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.54891,1,,,,,,374,NW,UN,50,yorque,SLIANT,z,0.54891,,,,,,-0.000925926,-0.263888889,0,0,0,,0,13,13,433,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.583215,1,,,,,,453,NW,"ID",33,bolvis,BOLVIS,z,0.583215,,,,,,-0.003703704,-0.263888889,0,0,0,,0,14,14,272,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.745245,1,,,,,,308,NW,UN,33,amiloy,PSETCH,z,0.745245,,,,,,-0.003703704,-0.263888889,0,0,0,,0,15,15,367,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.486145,1,,,,,,171,WORD,UN,50,patrol,DEPART,m,0.486145,,,,,,-0.003703704,-0.263888889,0,0,0,,0,16,16,230,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.6995,1,,,,,,380,NW,UN,50,huniek,CAVORY,z,0.6995,,,,,,-0.003703704,-0.263888889,0,0,0,,0,17,17,439,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.679445,1,,,,,,480,NW,"ID",33,robuly,ROBULY,z,0.679445,,,,,,-0.003703704,-0.263888889,0,0,0,,0,18,18,299,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.534325,1,,,,,,220,WORD,"ID",33,voyage,VOYAGE,m,0.534325,,,,,,-0.003703704,-0.263888889,0,0,0,,0,19,19,39,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.425815,1,,,,,,31,WORD,"ID",50,weapon,WEAPON,m,0.425815,,,,,,-0.003703704,-0.263888889,0,0,0,,0,20,20,90,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.482325,1,,,,,,162,WORD,UN,50,string,CANDLE,m,0.482325,,,,,,-0.003703704,-0.263888889,0,0,0,,0,21,21,221,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.59966,1,,,,,,393,NW,UN,50,spaqux,GANOUS,z,0.59966,,,,,,-0.003703704,-0.263888889,0,0,0,,0,22,22,452,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.53539,1,,,,,,24,WORD,"ID",50,praise,PRAISE,m,0.53539,,,,,,-0.00462963,-0.263888889,0,0,0,,0,23,23,83,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.882905,1,,,,,,334,NW,UN,33,desion,WATMEG,z,0.882905,,,,,,-0.005555556,-0.263888889,0,0,0,,0,24,24,393,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.632955,0,,,,,,377,NW,UN,50,shrile,INJORE,z,0.632955,,,,,,-0.005555556,-0.263888889,0,0,0,,0,25,25,436,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.503545,0,,,,,,370,NW,UN,50,geiloy,SLEACT,z,0.503545,,,,,,-0.005555556,-0.263888889,0,0,0,,0,26,26,429,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.65248,1,,,,,,212,WORD,"ID",33,verify,VERIFY,m,0.65248,,,,,,-0.005555556,-0.263888889,0,0,0,,0,27,27,31,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.52488,1,,,,,,193,WORD,"ID",33,object,OBJECT,m,0.52488,,,,,,-0.006481481,-0.263888889,0,0,0,,0,28,28,12,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.656415,1,,,,,,306,NW,UN,33,kirafe,SOUNGE,z,0.656415,,,,,,-0.006481481,-0.263888889,0,0,0,,0,29,29,365,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.88047,1,,,,,,222,WORD,"ID",33,hinder,HINDER,m,0.88047,,,,,,-0.006481481,-0.263888889,0,0,0,,0,30,30,41,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.63295,1,,,,,,218,WORD,"ID",33,shrink,SHRINK,m,0.63295,,,,,,-0.009259259,-0.263888889,0,0,0,,0,31,31,37,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.50285,1,,,,,,60,WORD,"ID",50,pencil,PENCIL,m,0.50285,,,,,,-0.018518519,-0.266666667,0,0,0,,0,32,32,119,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.633075,0,,,,,,291,NW,"ID",50,pretch,PRETCH,z,0.633075,,,,,,-0.030555556,-0.276851852,0,0,0,,0,33,33,350,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.61918,1,,,,,,181,WORD,"ID",33,glance,GLANCE,m,0.61918,,,,,,-0.030555556,-0.276851852,0,0,0,,0,34,34,0,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.450715,1,,,,,,58,WORD,"ID",50,foster,FOSTER,m,0.450715,,,,,,-0.030555556,-0.276851852,0,0,0,,0,35,35,117,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.761655,0,,,,,,280,NW,"ID",50,curbol,CURBOL,z,0.761655,,,,,,-0.030555556,-0.276851852,0,0,0,,0,36,36,339,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.75717,1,,,,,,323,NW,UN,33,steikh,ROSAIL,z,0.75717,,,,,,-0.030555556,-0.276851852,0,0,0,,0,37,37,382,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.704065,1,,,,,,390,NW,UN,50,theldy,HATRUS,z,0.704065,,,,,,-0.030555556,-0.276851852,0,0,0,,0,38,38,449,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.475585,1,,,,,,22,WORD,"ID",50,jockey,JOCKEY,m,0.475585,,,,,,-0.030555556,-0.276851852,0,0,0,,0,39,39,81,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.85048,0,,,,,,473,NW,"ID",33,crible,CRIBLE,z,0.85048,,,,,,-0.030555556,-0.276851852,0,0,0,,0,40,40,292,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.45793,1,,,,,,64,WORD,UN,33,symbol,THRONE,m,0.45793,,,,,,-0.030555556,-0.276851852,0,0,0,,0,41,41,123,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.513125,0,,,,,,419,NW,UN,50,gushop,SLOUNT,z,0.513125,,,,,,-0.030555556,-0.276851852,0,0,0,,0,42,42,478,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.58167,1,,,,,,174,WORD,UN,50,fabric,TURKEY,m,0.58167,,,,,,-0.030555556,-0.276851852,0,0,0,,0,43,43,233,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.51965,1,,,,,,475,NW,"ID",33,pebric,PEBRIC,z,0.51965,,,,,,-0.030555556,-0.276851852,0,0,0,,0,44,44,294,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.60327,1,,,,,,129,WORD,UN,50,stupid,MARVEL,m,0.60327,,,,,,-0.030555556,-0.276851852,0,0,0,,0,45,45,188,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,,,,,,,,0.47665,0,,,,,,43,WORD,"ID",50,tongue,TONGUE,m,0.47665,,,,,,-0.030555556,-0.276851852,0,0,0,,0,46,46,102,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.79432,1,,,,,,301,NW,UN,33,miluer,FAINCH,z,0.79432,,,,,,-0.030555556,-0.276851852,0,0,0,,0,47,47,360,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.645045,1,,,,,,378,NW,UN,50,auting,SHRILE,z,0.645045,,,,,,-0.030555556,-0.276851852,0,0,0,,0,48,48,437,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,,,,,,,,0.70685,1,,,,,,415,NW,UN,50,pathel,HIGSTA,z,0.70685,,,,,,-0.030555556,-0.276851852,0,0,0,,0,49,49,474,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.688995,1,,,,,,69,WORD,UN,33,square,PLENTY,m,0.688995,,,,,,-0.030555556,-0.276851852,0,0,0,,0,50,50,128,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.57476,1,,,,,,166,WORD,UN,50,design,STARCH,m,0.57476,,,,,,-0.030555556,-0.276851852,0,0,0,,0,51,51,225,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,-0.030555556,-0.276851852,0,0,1,0.199815,,1.16869,0,,,,,,433,NW,"ID",33,drance,DRANCE,z,1.16869,,,,,,-0.044444444,-0.276851852,0,0,0,,0,52,52,252,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,-0.044444444,-0.276851852,0,0,1,0.166385,,0.891255,1,,,,,,50,WORD,"ID",50,snatch,SNATCH,m,0.891255,,,,,,-0.058333333,-0.275,0,0,0,,0,53,53,109,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,,,,,,,,0.97709,0,,,,,,352,NW,UN,33,clurey,TRINGE,z,0.97709,,,,,,-0.058333333,-0.275,0,0,0,,0,54,54,411,1,
,,,,,,,,,,,,,,,,,,5f1487c186fcde504cfd70d7,2020-08-10_18h08.52.466,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,,,,,,,,0.610405,1,,,,,,46,WORD,"ID",50,single,SINGLE,m,0.610405,,,,,,-0.058333333,-0.275,0,0,0,,0,55,55,105,1,
