counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.1,,,,,,,,0.1,1,,,,,,145,WORD,UN,33,couple,PARISH,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,0,0,144,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.002,,,,,,,,0.002,1,,,,,,112,WORD,"ID",16,breath,BREATH,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,1,1,111,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.066,,,,,,,,0.066,0,,,,,,258,NW,"ID",33,poluth,POLUTH,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,2,2,257,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.049,,,,,,,,0.049,0,,,,,,244,NW,"ID",33,eatric,EATRIC,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,3,3,243,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.034,,,,,,,,0.034,0,,,,,,379,NW,UN,33,cavory,AUTING,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,4,4,378,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.051,,,,,,,,0.051,1,,,,,,189,WORD,UN,16,backup,CENSOR,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,5,5,188,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.02,,,,,,,,0.02,1,,,,,,238,WORD,UN,16,grumpy,FLOWER,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,6,6,237,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.133,,,,,,,,0.133,1,,,,,,418,NW,UN,33,slount,SUIDLE,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,7,7,417,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.129,,,,,,,,0.129,1,,,,,,180,WORD,UN,33,thrive,SILENT,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,8,8,179,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.079,,,,,,,,0.079,1,,,,,,142,WORD,UN,33,orphan,SPRUCE,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,9,9,141,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.002,,,,,,,,0.002,1,,,,,,209,WORD,UN,16,monkey,SEARCH,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,10,10,208,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.049,,,,,,,,0.049,0,,,,,,273,NW,"ID",33,sortel,SORTEL,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,11,11,272,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.017,,,,,,,,0.017,1,,,,,,204,WORD,UN,16,lounge,BURDEN,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,12,12,203,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.084,,,,,,,,0.084,0,,,,,,321,NW,"ID",16,miator,MIATOR,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,13,13,320,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.044,,,,,,,,0.044,1,,,,,,216,WORD,UN,16,liquor,BEHALF,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,14,14,215,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.066,,,,,,,,0.066,0,,,,,,430,NW,UN,16,funtle,CAROEY,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,15,15,429,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.12,,,,,,,,0.12,1,,,,,,89,WORD,"ID",16,permit,PERMIT,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,16,16,88,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.016,,,,,,,,0.016,1,,,,,,183,WORD,UN,16,sleazy,MILDEW,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,17,17,182,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.102,,,,,,,,0.102,0,,,,,,274,NW,"ID",33,fumblo,FUMBLO,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,18,18,273,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.116,,,,,,,,0.116,1,,,,,,309,NW,"ID",16,amiloy,AMILOY,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,19,19,308,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.018,,,,,,,,0.018,0,,,,,,388,NW,UN,33,witmer,CRAGIN,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,20,20,387,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.184,,,,,,,,0.184,0,,,,,,279,NW,"ID",33,celond,CELOND,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,21,21,278,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.116,,,,,,,,0.116,1,,,,,,132,WORD,UN,33,bleach,STRONG,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,22,22,131,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.069,,,,,,,,0.069,0,,,,,,371,NW,UN,33,ramily,GEILOY,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,23,23,370,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.152,,,,,,,,0.152,1,,,,,,100,WORD,"ID",16,carbon,CARBON,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,24,24,99,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.118,,,,,,,,0.118,1,,,,,,194,WORD,UN,16,resign,ABSENT,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,25,25,193,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.101,,,,,,,,0.101,0,,,,,,347,NW,"ID",16,kerift,KERIFT,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,26,26,346,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.117,,,,,,,,0.117,1,,,,,,151,WORD,UN,33,rocket,MYSTIC,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,27,27,150,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.433,,,,,,,,0.433,1,,,,,,217,WORD,UN,16,shrink,LIQUOR,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,28,28,216,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.184,,,,,,,,0.184,1,,,,,,103,WORD,"ID",16,bounce,BOUNCE,m,,,,,,0.684259259,-0.242592593,0,0,0,,0,29,29,102,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.25,,,,,,,,0.25,1,,,,,,337,NW,"ID",16,rejols,REJOLS,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,30,30,336,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.334,,,,,,,,0.334,1,,,,,,378,NW,UN,33,auting,SHRILE,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,31,31,377,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.1,,,,,,,,0.1,1,,,,,,271,NW,"ID",33,aubrid,AUBRID,z,,,,,,0.684259259,-0.242592593,0,0,0,,0,32,32,270,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.101,,,,,,,,0.101,0,,,,,,327,NW,"ID",16,plenac,PLENAC,z,,,,,,0.691666667,-0.166666667,0,0,0,,0,33,33,326,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.316,,,,,,,,0.316,0,,,,,,29,WORD,"ID",33,sketch,SKETCH,m,,,,,,0.808333333,-0.143518519,0,0,0,,0,34,34,28,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.104,,,,,,,,0.104,1,,,,,,304,NW,"ID",16,cludie,CLUDIE,z,,,,,,1.172222222,-0.091666667,0,0,0,,0,35,35,303,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.045,,,,,,,,0.045,0,,,,,,280,NW,"ID",33,curbol,CURBOL,z,,,,,,1.172222222,-0.091666667,0,0,0,,0,36,36,279,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.002,,,,,,,,0.002,1,,,,,,330,NW,"ID",16,kensom,KENSOM,z,,,,,,1.172222222,-0.091666667,0,0,0,,0,37,37,329,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.132,,,,,,,,0.132,0,,,,,,360,NW,"ID",16,desory,DESORY,z,,,,,,1.172222222,-0.091666667,0,0,0,,0,38,38,359,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.216,,,,,,,,0.216,0,,,,,,265,NW,"ID",33,distar,DISTAR,z,,,,,,1.172222222,-0.091666667,0,0,0,,0,39,39,264,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.281,,,,,,,,0.281,0,,,,,,334,NW,"ID",16,watmeg,WATMEG,z,,,,,,1.172222222,-0.091666667,0,0,0,,0,40,40,333,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.248,,,,,,,,0.248,0,,,,,,291,NW,"ID",33,pretch,PRETCH,z,,,,,,1.172222222,-0.091666667,0,0,0,,0,41,41,290,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.268,,,,,,,,0.268,1,,,,,,167,WORD,UN,33,answer,DESIGN,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,42,42,166,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.234,,,,,,,,0.234,0,,,,,,420,NW,UN,33,pauche,GUSHOP,z,,,,,,1.172222222,-0.091666667,0,0,0,,0,43,43,419,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.215,,,,,,,,0.215,1,,,,,,222,WORD,UN,16,casino,HINDER,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,44,44,221,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.263,,,,,,,,0.263,1,,,,,,19,WORD,"ID",33,patron,PATRON,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,45,45,18,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.132,,,,,,,,0.132,1,,,,,,98,WORD,"ID",16,belong,BELONG,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,46,46,97,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.231,,,,,,,,0.231,1,,,,,,65,WORD,"ID",16,symbol,SYMBOL,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,47,47,64,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.183,,,,,,,,0.183,0,,,,,,393,NW,UN,33,spaqux,GANOUS,z,,,,,,1.172222222,-0.091666667,0,0,0,,0,48,48,392,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.216,,,,,,,,0.216,0,,,,,,476,NW,UN,16,photie,JOSTED,z,,,,,,1.172222222,-0.091666667,0,0,0,,0,49,49,475,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.234,,,,,,,,0.234,1,,,,,,69,WORD,"ID",16,plenty,PLENTY,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,50,50,68,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.202,,,,,,,,0.202,0,,,,,,442,NW,UN,16,dorsex,ABOUNE,z,,,,,,1.172222222,-0.091666667,0,0,0,,0,51,51,441,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.217,,,,,,,,0.217,1,,,,,,5,WORD,"ID",33,plunge,PLUNGE,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,52,52,4,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.347,,,,,,,,0.347,1,,,,,,75,WORD,"ID",16,trophy,TROPHY,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,53,53,74,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.245,,,,,,,,0.245,0,,,,,,311,NW,"ID",16,sproly,SPROLY,z,,,,,,1.172222222,-0.091666667,0,0,0,,0,54,54,310,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.317,,,,,,,,0.317,0,,,,,,364,NW,UN,33,guairt,IMPOTE,z,,,,,,1.172222222,-0.091666667,0,0,0,,0,55,55,363,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.183,,,,,,,,0.183,1,,,,,,74,WORD,"ID",16,plaque,PLAQUE,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,56,56,73,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.184,,,,,,,,0.184,0,,,,,,307,NW,"ID",16,kirafe,KIRAFE,z,,,,,,1.172222222,-0.091666667,0,0,0,,0,57,57,306,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.31,,,,,,,,0.31,1,,,,,,45,WORD,"ID",33,clergy,CLERGY,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,58,58,44,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.101,,,,,,,,0.101,1,,,,,,68,WORD,"ID",16,fumble,FUMBLE,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,59,59,67,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.217,,,,,,,,0.217,1,,,,,,8,WORD,"ID",33,abrupt,ABRUPT,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,60,60,7,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.133,,,,,,,,0.133,1,,,,,,3,WORD,"ID",33,knight,KNIGHT,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,61,61,2,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.187,,,,,,,,0.187,1,,,,,,27,WORD,"ID",33,scream,SCREAM,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,62,62,26,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_10h16.32.037,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.345,,,,,,,,0.345,1,,,,,,33,WORD,"ID",33,butler,BUTLER,m,,,,,,1.172222222,-0.091666667,0,0,0,,0,63,63,32,1
