counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.500615833,-0.296257389,1,0,0,0.8708,button_left,0.8708,1,,,,,,288,NW,UN,16,starby,YACEUP,z,,,,,,-0.500615833,-0.296257389,1,0,0,,0,46,46,467,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.489292552,-0.310641687,1,0,0,0.7678,button_left,0.7678,1,,,,,,475,NW,UN,33,josted,PEBRIC,z,,,,,,-0.489292552,-0.310641687,1,0,0,,0,47,47,414,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.443846175,-0.31454253,1,0,0,0.7362,button_right,0.7362,1,,,,,,87,WORD,"ID",33,filter,FILTER,m,,,,,,0.443846175,-0.31454253,1,0,0,,0,48,48,26,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.506277436,-0.309910302,1,0,0,0.6843,button_left,0.6843,1,,,,,,351,NW,"ID",33,tiesch,TIESCH,z,,,,,,-0.506277436,-0.309910302,1,0,0,,0,49,49,290,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.462528525,-0.319662372,1,0,0,0.6834,button_left,0.6834,1,,,,,,478,NW,UN,33,pebric,ACRISE,z,,,,,,-0.462528525,-0.319662372,1,0,0,,0,50,50,417,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.432008169,-0.330633441,1,0,0,0.6672,button_right,0.6672,1,,,,,,218,WORD,UN,33,bucket,SHRINK,m,,,,,,0.432008169,-0.330633441,1,0,0,,0,51,51,157,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.470610091,-0.307716073,1,0,0,0.852,button_right,0.852,1,,,,,,187,WORD,UN,33,social,COURSE,m,,,,,,0.470610091,-0.307716073,1,0,0,,0,52,52,126,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.485175012,-0.316249144,1,0,0,0.7339,button_left,0.7339,1,,,,,,365,NW,"ID",16,guairt,GUAIRT,z,,,,,,-0.485175012,-0.316249144,1,0,0,,0,53,53,304,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.467522038,-0.32283183,1,0,0,0.7287,button_right,0.7287,1,,,,,,236,WORD,UN,33,grumpy,PIRATE,m,,,,,,0.467522038,-0.32283183,1,0,0,,0,54,54,175,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.470248917,-0.299914388,1,0,0,0.75,button_left,0.75,1,,,,,,416,NW,"ID",16,pathel,PATHEL,z,,,,,,-0.470248917,-0.299914388,1,0,0,,0,55,55,355,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.487233801,-0.298451692,1,0,0,0.7384,button_left,0.7384,1,,,,,,247,NW,UN,16,strole,BLARGE,z,,,,,,-0.487233801,-0.298451692,1,0,0,,0,56,56,426,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.454654731,-0.333315285,1,0,0,0.6975,button_right,0.6975,1,,,,,,57,WORD,UN,16,danger,CHANGE,m,,,,,,0.454654731,-0.333315285,1,0,0,,0,57,57,236,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.487748489,-0.299914388,1,0,0,0.6382,button_left,0.6382,1,,,,,,361,NW,"ID",16,pauche,PAUCHE,z,,,,,,-0.487748489,-0.299914388,1,0,0,,0,58,58,300,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.474366457,-0.318931061,1,0,0,0.7528,button_left,0.7528,1,,,,,,266,NW,UN,16,pasink,VARMIT,z,,,,,,-0.474366457,-0.318931061,1,0,0,,0,59,59,445,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.460830985,-0.315273915,1,0,0,0.6682,button_right,0.6682,1,,,,,,217,WORD,UN,33,shrink,LIQUOR,m,,,,,,0.460830985,-0.315273915,1,0,0,,0,60,60,156,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.43936735,-0.303083846,1,0,0,0.7033,button_left,0.7033,1,,,,,,442,NW,UN,33,dorsex,ABOUNE,z,,,,,,-0.43936735,-0.303083846,1,0,0,,0,61,61,381,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.472822393,-0.302352461,1,0,0,0.7159,button_left,0.7159,1,,,,,,280,NW,UN,16,melaty,CURBOL,z,,,,,,-0.472822393,-0.302352461,1,0,0,,0,62,62,459,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.463919186,-0.31454253,1,0,0,0.6989,button_right,0.6989,1,,,,,,164,WORD,"ID",16,market,MARKET,m,,,,,,0.463919186,-0.31454253,1,0,0,,0,63,63,103,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.461860435,-0.311860686,1,0,0,0.6842,button_right,0.6842,1,,,,,,121,WORD,"ID",16,thrive,THRIVE,m,,,,,,0.461860435,-0.311860686,1,0,0,,0,64,64,60,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.456866885,-0.296988774,1,0,0,0.7827,button_left,0.7827,1,,,,,,322,NW,"ID",33,slanch,SLANCH,z,,,,,,-0.456866885,-0.296988774,1,0,0,,0,65,65,261,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.458410985,-0.295769775,1,0,0,0.801,button_left,0.801,1,,,,,,461,NW,UN,33,absult,JUSTRE,z,,,,,,-0.458410985,-0.295769775,1,0,0,,0,66,66,400,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.469734229,-0.296257389,1,0,0,0.7002,button_left,0.7002,1,,,,,,257,NW,UN,16,poluth,VENIOD,z,,,,,,-0.469734229,-0.296257389,1,0,0,,0,67,67,436,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.424441217,-0.301133387,1,0,0,0.7181,button_left,0.7181,1,,,,,,248,NW,UN,16,batrol,STROLE,z,,,,,,-0.424441217,-0.301133387,1,0,0,,0,68,68,427,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.440396726,-0.294063161,1,0,0,1.4547,button_left,1.4547,1,,,,,,419,NW,"ID",16,slount,SLOUNT,z,,,,,,-0.440396726,-0.294063161,1,0,0,,0,69,69,358,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.45311063,-0.331121056,1,0,0,0.6653,button_right,0.6653,1,,,,,,146,WORD,"ID",16,couple,COUPLE,m,,,,,,0.45311063,-0.331121056,1,0,0,,0,70,70,85,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.460830985,-0.32331937,1,0,0,0.6517,button_right,0.6517,1,,,,,,18,WORD,UN,16,patron,HUMBLE,m,,,,,,0.460830985,-0.32331937,1,0,0,,0,71,71,197,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.491712552,-0.295526005,1,0,0,0.6349,button_right,0.6349,1,,,,,,33,WORD,UN,16,jungle,BUTLER,m,,,,,,0.491712552,-0.295526005,1,0,0,,0,72,72,212,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.504065208,-0.286261475,1,0,0,0.7612,button_right,0.7612,1,,,,,,213,WORD,UN,33,intake,SQUEAL,m,,,,,,0.504065208,-0.286261475,1,0,0,,0,73,73,152,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.486719113,-0.297232619,1,0,0,0.7506,button_left,0.7506,1,,,,,,426,NW,UN,33,schind,URIVEL,z,,,,,,-0.486719113,-0.297232619,1,0,0,,0,74,74,365,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.471793017,-0.299183003,1,0,0,0.698,button_left,0.698,1,,,,,,373,NW,"ID",16,bigent,BIGENT,z,,,,,,-0.471793017,-0.299183003,1,0,0,,0,75,75,312,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.464433837,-0.333315285,1,0,0,0.6668,button_right,0.6668,1,,,,,,34,WORD,UN,16,socket,JUNGLE,m,,,,,,0.464433837,-0.333315285,1,0,0,,0,76,76,213,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.494800753,-0.297720159,1,0,0,0.8173,button_right,0.8173,1,,,,,,161,WORD,"ID",16,pastor,PASTOR,m,,,,,,0.494800753,-0.297720159,1,0,0,,0,77,77,100,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.460984462,-0.310397991,1,0,0,0.7494,button_left,0.7494,1,,,,,,390,NW,"ID",16,hatrus,HATRUS,z,,,,,,-0.460984462,-0.310397991,1,0,0,,0,78,78,329,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.489139149,-0.310397991,1,0,0,0.6331,button_right,0.6331,1,,,,,,186,WORD,UN,33,course,PORTAL,m,,,,,,0.489139149,-0.310397991,1,0,0,,0,79,79,125,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.484506848,-0.317711988,1,0,0,0.6171,button_right,0.6171,1,,,,,,83,WORD,"ID",33,result,RESULT,m,,,,,,0.484506848,-0.317711988,1,0,0,,0,80,80,22,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.478483996,-0.301377232,1,0,0,0.7177,button_left,0.7177,1,,,,,,263,NW,UN,16,vackel,DOLICA,z,,,,,,-0.478483996,-0.301377232,1,0,0,,0,81,81,442,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.496859504,-0.304059075,1,0,0,0.6039,button_right,0.6039,1,,,,,,152,WORD,"ID",16,rocket,ROCKET,m,,,,,,0.496859504,-0.304059075,1,0,0,,0,82,82,91,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.497374155,-0.307716073,1,0,0,0.601,button_right,0.601,1,,,,,,31,WORD,UN,16,buckle,WEAPON,m,,,,,,0.497374155,-0.307716073,1,0,0,,0,83,83,210,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.489139149,-0.326732598,1,0,0,0.5497,button_right,0.5497,1,,,,,,105,WORD,"ID",33,number,NUMBER,m,,,,,,0.489139149,-0.326732598,1,0,0,,0,84,84,44,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.475910557,-0.300402002,1,0,0,0.7006,button_left,0.7006,1,,,,,,431,NW,UN,33,lunker,CHRUMS,z,,,,,,-0.475910557,-0.300402002,1,0,0,,0,85,85,370,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.505094658,-0.32283183,1,0,0,0.5832,button_right,0.5832,1,,,,,,196,WORD,UN,33,stream,CREDIT,m,,,,,,0.505094658,-0.32283183,1,0,0,,0,86,86,135,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.474881144,-0.287236704,1,0,0,0.6497,button_left,0.6497,1,,,,,,286,NW,UN,16,nymbel,RELDON,z,,,,,,-0.474881144,-0.287236704,1,0,0,,0,87,87,465,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.453778758,-0.306009459,1,0,0,0.9663,button_left,0.9663,1,,,,,,405,NW,"ID",16,flumni,FLUMNI,z,,,,,,-0.453778758,-0.306009459,1,0,0,,0,88,88,344,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.45738161,-0.31332353,1,0,0,0.7016,button_left,0.7016,1,,,,,,291,NW,UN,16,ablint,PRETCH,z,,,,,,-0.45738161,-0.31332353,1,0,0,,0,89,89,470,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.451051879,-0.315273915,1,0,0,0.6504,button_right,0.6504,1,,,,,,60,WORD,UN,16,fright,PENCIL,m,,,,,,0.451051879,-0.315273915,1,0,0,,0,90,90,239,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.474727742,-0.296988774,1,0,0,0.6507,button_right,0.6507,1,,,,,,6,WORD,UN,16,anchor,BUNDLE,m,,,,,,0.474727742,-0.296988774,1,0,0,,0,91,91,185,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.505609309,-0.323563215,1,0,0,0.5503,button_right,0.5503,1,,,,,,177,WORD,"ID",16,advent,ADVENT,m,,,,,,0.505609309,-0.323563215,1,0,0,,0,92,92,116,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.512815013,-0.30625323,1,0,0,0.5711,button_right,0.5711,1,,,,,,84,WORD,"ID",33,mortal,MORTAL,m,,,,,,0.512815013,-0.30625323,1,0,0,,0,93,93,23,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.508182711,-0.324782214,1,0,0,0.7521,button_right,0.7521,1,,,,,,169,WORD,"ID",16,genius,GENIUS,m,,,,,,0.508182711,-0.324782214,1,0,0,,0,94,94,108,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.50663861,-0.350137655,1,0,0,0.6657,button_right,0.6657,1,,,,,,201,WORD,UN,33,factor,ADMIRE,m,,,,,,0.50663861,-0.350137655,1,0,0,,0,95,95,140,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.538549627,-0.309666458,1,0,0,0.5496,button_right,0.5496,1,,,,,,22,WORD,UN,16,wealth,JOCKEY,m,,,,,,0.538549627,-0.309666458,1,0,0,,0,96,96,201,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.515388415,-0.326976443,1,0,0,0.6823,button_right,0.6823,1,,,,,,189,WORD,UN,33,backup,CENSOR,m,,,,,,0.515388415,-0.326976443,1,0,0,,0,97,97,128,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.496344853,-0.324538444,1,0,0,0.6047,button_right,0.6047,1,,,,,,118,WORD,"ID",33,flight,FLIGHT,m,,,,,,0.496344853,-0.324538444,1,0,0,,0,98,98,57,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.500615833,-0.292844161,1,0,0,0.8348,button_left,0.8348,1,,,,,,345,NW,"ID",33,absend,ABSEND,z,,,,,,-0.500615833,-0.292844161,1,0,0,,0,99,99,284,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.512453764,-0.298207774,1,0,0,0.7002,button_left,0.7002,1,,,,,,421,NW,UN,33,alcoud,KNISMA,z,,,,,,-0.512453764,-0.298207774,1,0,0,,0,100,100,360,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.516932515,-0.306740844,1,0,0,0.6156,button_right,0.6156,1,,,,,,75,WORD,"ID",33,trophy,TROPHY,m,,,,,,0.516932515,-0.306740844,1,0,0,,0,101,101,14,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.515388415,-0.310154072,1,0,0,0.617,button_right,0.617,1,,,,,,43,WORD,UN,16,foster,TONGUE,m,,,,,,0.515388415,-0.310154072,1,0,0,,0,102,102,222,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.52722642,-0.300645847,1,0,0,0.9547,button_right,0.9547,1,,,,,,30,WORD,UN,16,weapon,ORIENT,m,,,,,,0.52722642,-0.300645847,1,0,0,,0,103,103,209,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.477969309,-0.314298759,1,0,0,0.901,button_left,0.901,1,,,,,,422,NW,UN,33,streld,ALCOUD,z,,,,,,-0.477969309,-0.314298759,1,0,0,,0,104,104,361,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.502006457,-0.332340055,1,0,0,0.6339,button_right,0.6339,1,,,,,,88,WORD,"ID",33,hunger,HUNGER,m,,,,,,0.502006457,-0.332340055,1,0,0,,0,105,105,27,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.491351341,-0.301621002,1,0,0,0.8347,button_left,0.8347,1,,,,,,275,NW,UN,16,yarmon,SLEIRT,z,,,,,,-0.491351341,-0.301621002,1,0,0,,0,106,106,454,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.484660325,-0.313079686,1,0,0,0.666,button_left,0.666,1,,,,,,309,NW,"ID",33,amiloy,AMILOY,z,,,,,,-0.484660325,-0.313079686,1,0,0,,0,107,107,248,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.509726811,-0.311860686,1,0,0,0.585,button_right,0.585,1,,,,,,205,WORD,UN,33,tailor,LOUNGE,m,,,,,,0.509726811,-0.311860686,1,0,0,,0,108,108,144,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.462013837,-0.292844161,1,0,0,0.6843,button_left,0.6843,1,,,,,,298,NW,UN,16,sturch,PIERGY,z,,,,,,-0.462013837,-0.292844161,1,0,0,,0,109,109,477,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.47112489,-0.313079686,1,0,0,0.5664,button_right,0.5664,1,,,,,,102,WORD,"ID",33,direct,DIRECT,m,,,,,,0.47112489,-0.313079686,1,0,0,,0,110,110,41,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.487595049,-0.313079686,1,0,0,0.7504,button_right,0.7504,1,,,,,,184,WORD,UN,33,bother,SLEAZY,m,,,,,,0.487595049,-0.313079686,1,0,0,,0,111,111,123,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.464433837,-0.3147863,1,0,0,0.5148,button_right,0.5148,1,,,,,,238,WORD,UN,33,behalf,FLOWER,m,,,,,,0.464433837,-0.3147863,1,0,0,,0,112,112,177,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.479513409,-0.299670618,1,0,0,0.6494,button_left,0.6494,1,,,,,,331,NW,"ID",33,gilfew,GILFEW,z,,,,,,-0.479513409,-0.299670618,1,0,0,,0,113,113,270,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.489292552,-0.292356547,1,0,0,0.6833,button_left,0.6833,1,,,,,,264,NW,UN,16,distar,VACKEL,z,,,,,,-0.489292552,-0.292356547,1,0,0,,0,114,114,443,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,0.503035758,-0.31454253,1,0,0,0.8302,button_right,0.8302,1,,,,,,203,WORD,UN,33,burden,PHRASE,m,,,,,,0.503035758,-0.31454253,1,0,0,,0,115,115,142,1,
,,,,,,,,,,,,,,,,,,5f318ffff91fee0689bb3c5c,2020-11-27_15h04.22.200,lexical_decision_task_MP_exp2,2020.2.5,Linux armv8l,60,,0,-0.482601573,-0.28553009,1,0,0,0.7176,button_left,0.7176,1,,,,,,417,NW,"ID",16,earoud,EAROUD,z,,,,,,-0.482601573,-0.28553009,1,0,0,,0,116,116,356,1,
